Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,:Rdeltoid,,,:RMidArm,,,:RElbRadial,,,:RElbUlna,,,:RMidForeArm,,,:RWrist1,,,:RWrist2,,,:RFingerJoint,,,:LDeltoid,,,:LMidArm,,,:LElbRadial,,,:LElbUlna,,,:LMidForearm,,,:Lwrist1,,,:LWrist2,,,:LFingerJoint,,,:C7,,,:Neck,,,:MidSternum,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
9,0,446.190521,51.589916,896.859619,438.766937,99.607407,777.326477,425.223907,105.425316,626.940857,455.503052,68.380394,618.751221,315.777588,35.597908,587.51825,290.186707,18.872717,526.247009,284.996857,-15.743984,567.777405,265.44577,-71.043785,511.091888,392.304413,-136.55867,960.971497,397.207153,-298.264465,928.293823,419.777618,-393.279144,902.518066,466.7612,-377.112732,892.724304,374.707306,-373.287842,828.205688,362.157928,-368.926178,701.700317,367.417511,-317.342377,708.942688,368.987274,-312.41626,634.369568,,,,358.027435,-47.898415,856.442444,341.876862,-65.752342,773.176697
10,0,446.140259,51.56377,896.772461,438.886932,99.575111,777.237549,425.504822,105.416321,626.803589,455.70285,68.26947,618.671326,316.034698,35.65752,587.474426,290.278107,18.8815,526.259583,285.20047,-15.53698,567.766724,265.491455,-70.999718,511.210968,392.187714,-136.551971,960.894592,397.109772,-298.239716,928.229065,419.467438,-392.691895,902.53125,466.086395,-376.609589,892.727783,374.549622,-373.369202,828.235474,362.021454,-369.281525,701.580933,367.389252,-317.675385,708.762512,369.080475,-312.950226,634.196533,,,,357.964325,-47.821808,856.289124,341.884033,-65.7742,773.018616
11,0,446.022797,51.452206,896.541199,439.037445,99.493416,777.151611,425.781921,105.384796,626.70166,455.943542,68.181488,618.590088,316.279816,35.662128,587.43512,290.374695,18.878643,526.275513,285.406677,-15.51682,567.805664,265.602783,-71.023911,511.306763,392.062195,-136.544662,960.823792,396.982483,-298.221313,928.154053,419.347076,-392.688171,902.508606,466.009003,-376.656586,892.695618,374.433685,-373.434204,828.177124,361.860199,-369.580963,701.497681,367.414032,-318.01123,708.572327,369.162506,-313.424866,633.961792,452.61026,-51.390446,936.098694,357.959259,-47.795834,856.177246,341.886047,-65.835556,772.91449
12,0,446.018768,51.584583,896.628479,439.169678,99.460007,777.087219,426.04657,105.267609,626.595581,456.172424,68.055191,618.537903,316.529572,35.698662,587.405212,290.449066,18.876719,526.287292,285.574829,-15.396307,567.812073,265.6539,-70.958466,511.403564,391.952698,-136.503357,960.731873,396.871277,-298.187897,928.073975,419.191772,-392.676208,902.372803,466.255463,-377.022064,892.551575,374.299805,-373.491058,828.134644,361.781921,-369.904083,701.360901,367.467407,-318.33493,708.347534,369.195404,-313.780609,633.761902,,,,357.875916,-47.696869,856.096619,341.855164,-65.836426,772.805969
13,0,445.944336,51.573517,896.568054,439.275757,99.408661,777.002747,426.335205,105.148079,626.470398,456.356293,67.871468,618.467651,316.711456,35.693684,587.358154,290.54071,18.899319,526.265442,285.676361,-16.44585,568.059692,265.656311,-70.954857,511.44696,391.83905,-136.475098,960.671936,396.745728,-298.181213,927.977356,419.095703,-392.684174,902.359314,465.757294,-376.651764,892.496704,374.130096,-373.522034,828.094727,361.618866,-370.112946,701.256653,367.37085,-318.605377,708.182312,369.221466,-314.089111,633.590393,,,,357.734436,-47.869869,855.941223,341.817322,-65.850029,772.70752
14,0,445.886017,51.575531,896.513733,439.388092,99.340874,776.945374,426.558533,104.999634,626.38208,456.477386,67.72757,618.432678,316.919678,35.67651,587.348511,290.536163,18.835035,526.326843,285.800476,-16.140858,567.993042,265.695129,-70.922668,511.504181,391.701324,-136.378983,960.537231,396.603577,-298.164185,927.875183,418.946259,-392.626465,902.277771,465.6008,-376.645355,892.446106,373.993652,-373.5672,827.937012,361.629913,-370.408905,701.06311,367.144897,-318.909454,708.034546,369.116272,-314.27713,633.453552,,,,357.684845,-47.796669,855.847412,341.745575,-65.871162,772.641357
15,0,445.724609,51.514183,896.32135,439.509399,99.277679,776.866089,426.763153,104.903381,626.309448,456.616058,67.559303,618.374329,317.054291,35.657322,587.309692,290.619019,18.900114,526.148926,285.888153,-16.430285,568.066528,265.666626,-70.949677,511.542267,391.569885,-136.394714,960.597168,396.472748,-298.155151,927.824524,418.806732,-392.601654,902.224976,465.514404,-376.676422,892.436218,373.847595,-373.648804,827.886414,361.704315,-370.660736,700.834229,366.93277,-319.144257,707.896423,369.039734,-314.383423,633.334595,452.088562,-51.113068,935.707642,357.576874,-47.865299,855.799438,341.720459,-65.854584,772.579468
16,0,445.66153,51.512524,896.284363,439.586212,99.192024,776.786255,426.870636,104.885185,626.246094,456.717896,67.406372,618.286255,317.125488,35.627361,587.26593,290.50531,18.80512,526.236572,285.951843,-16.284796,568.054688,265.641907,-70.999634,511.557922,391.472015,-136.3741,960.625977,396.324219,-298.144501,927.764099,418.61972,-392.595398,902.142761,465.312714,-376.672241,892.365723,373.686035,-373.70932,827.797119,361.736359,-370.819794,700.647705,366.759369,-319.277618,707.755737,368.998871,-314.4039,633.223022,452.023041,-51.243851,935.770264,357.508423,-47.813454,855.743469,341.566376,-65.808456,772.543884
17,0,445.593719,51.545353,896.256226,439.644073,99.135414,776.712097,426.947388,104.801086,626.175964,456.779358,67.261696,618.226074,317.196899,35.581921,587.235352,290.479553,18.758987,526.212585,285.965729,-17.136469,568.16925,265.639496,-71.102615,511.543152,391.370819,-136.400162,960.755432,396.164856,-298.172302,927.765076,418.407837,-392.629517,902.10675,465.179657,-376.75769,892.386169,373.488983,-373.738098,827.742371,361.69455,-370.855194,700.486877,366.747406,-319.299683,707.638245,369.031921,-314.367279,633.154175,451.892181,-51.110992,935.764954,357.417847,-47.892597,855.714783,341.480347,-65.820824,772.593384
18,0,445.518402,51.570751,896.239441,439.657562,99.096535,776.6427,426.993469,104.729927,626.087891,456.800232,67.100174,618.172852,317.136017,35.51828,587.14801,290.444122,18.702681,526.210144,285.980957,-17.250393,568.15094,265.581451,-71.186737,511.508331,391.300262,-136.372559,960.826538,395.953186,-298.169037,927.752563,418.152618,-392.650085,902.079956,464.866974,-376.743774,892.376038,373.442108,-373.805115,827.424683,361.642883,-370.794006,700.366882,366.827728,-319.283142,707.538513,369.113434,-314.289032,633.066589,451.902283,-51.403851,936.003479,357.368927,-47.804684,855.722412,341.432983,-65.863808,772.61792
