Trajectories
100
,,ValidationHealthy007:Rdeltoid,,,ValidationHealthy007:RMidArm,,,ValidationHealthy007:RElbRadial,,,ValidationHealthy007:RElbUlna,,,ValidationHealthy007:RMidForeArm,,,ValidationHealthy007:RWrist1,,,ValidationHealthy007:RWrist2,,,ValidationHealthy007:RFingerJoint,,,ValidationHealthy007:LDeltoid,,,ValidationHealthy007:LMidArm,,,ValidationHealthy007:LElbRadial,,,ValidationHealthy007:LElbUlna,,,ValidationHealthy007:LMidForearm,,,ValidationHealthy007:Lwrist1,,,ValidationHealthy007:LWrist2,,,ValidationHealthy007:LFingerJoint,,,ValidationHealthy007:C7,,,ValidationHealthy007:Neck,,,ValidationHealthy007:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,168.951,142.21,1082.9,166.782,299.34,1069.19,187.153,398.842,1042.46,271.896,386.548,1025.47,168.351,399.191,943.737,161.281,420.263,845.559,185.267,372.232,842.682,135.573,376.964,783.825,183.307,-128.818,1086.92,188.126,-301.102,1083.56,191.097,-400.368,1060.1,260.734,-393.074,1027,145.991,-397.569,973.089,140.209,-401.917,841.854,134.347,-334.006,847.157,87.0398,-342.634,792.908,212.304,13.0555,1113.21,94.0766,9.07264,1075.53,70.962,14.4513,950.998
2,0,168.983,142.189,1082.91,166.784,299.347,1069.13,187.121,398.826,1042.39,271.851,386.564,1025.36,168.273,399.127,943.685,161.12,420.216,845.494,185.184,372.257,842.572,135.459,376.859,783.773,183.47,-128.805,1086.89,188.285,-301.084,1083.5,191.15,-400.333,1060.07,260.735,-393.098,1026.84,145.91,-397.58,973.131,139.872,-402.065,841.876,134.233,-334.138,847.155,86.9533,-342.602,792.84,212.376,13.0717,1113.2,94.0956,9.03576,1075.57,70.9814,14.4288,950.995
3,0,169.01,142.179,1082.93,166.781,299.348,1069.09,187.097,398.814,1042.31,271.816,386.572,1025.23,168.205,399.07,943.584,160.987,420.181,845.445,185.131,372.184,842.548,135.341,376.759,783.725,183.657,-128.79,1086.88,188.425,-301.06,1083.46,191.183,-400.297,1060.07,260.728,-393.129,1026.7,145.827,-397.542,973.189,139.552,-402.236,841.929,134.146,-334.251,847.138,86.8875,-342.57,792.762,212.441,13.0551,1113.15,94.0951,9.05944,1075.58,71.0184,14.3933,950.995
4,0,169.035,142.161,1082.96,166.787,299.355,1069.06,187.054,398.81,1042.25,271.77,386.59,1025.13,168.145,399.139,943.598,160.841,420.068,845.353,185.074,372.124,842.471,135.198,376.676,783.734,183.809,-128.741,1086.87,188.566,-301.05,1083.41,191.215,-400.264,1060.01,260.707,-393.161,1026.57,145.736,-397.477,973.204,139.091,-402.306,842.056,134.109,-334.349,847.098,86.8365,-342.536,792.66,212.769,12.773,1113.53,94.1614,9.03847,1075.6,71.0736,14.367,950.978
5,0,169.047,142.165,1082.97,166.792,299.332,1069.03,187.017,398.801,1042.16,271.722,386.609,1025,168.056,399.078,943.473,160.732,420.029,845.299,184.994,372.065,842.412,135.076,376.581,783.637,183.974,-128.73,1086.84,188.67,-301.008,1083.36,191.244,-400.217,1059.94,260.712,-393.188,1026.43,145.625,-397.41,973.188,138.919,-402.422,842.006,134.012,-334.44,847.029,86.7859,-342.54,792.588,212.589,13.0457,1113.14,94.1785,8.98748,1075.59,71.1103,14.3666,950.943
6,0,169.062,142.158,1082.98,166.788,299.303,1068.96,186.972,398.802,1042.07,271.671,386.634,1024.88,167.961,398.99,943.35,160.616,419.971,845.196,184.856,372.008,842.302,134.941,376.457,783.508,184.125,-128.689,1086.79,188.76,-300.938,1083.28,191.265,-400.149,1059.85,260.72,-393.177,1026.29,145.555,-397.356,973.145,138.737,-402.545,841.961,133.949,-334.536,846.995,86.7018,-342.559,792.486,212.681,13.0194,1113.16,94.1572,8.95139,1075.57,71.1291,14.3579,950.907
7,0,169.085,142.165,1083,166.769,299.291,1068.9,186.934,398.822,1041.98,271.64,386.65,1024.77,167.889,398.963,943.268,160.518,419.912,845.11,184.71,371.948,842.225,134.814,376.398,783.409,184.25,-128.681,1086.74,188.852,-300.902,1083.17,191.338,-400.121,1059.76,260.768,-393.18,1026.14,145.526,-397.36,973.088,138.626,-402.639,841.904,133.857,-334.61,846.953,86.6372,-342.585,792.405,212.737,13.012,1113.13,94.1532,8.88853,1075.57,71.1775,14.3503,950.867
8,0,169.104,142.179,1083.02,166.774,299.307,1068.84,186.889,398.825,1041.89,271.59,386.668,1024.64,167.8,398.9,943.147,160.39,419.798,844.976,184.587,371.826,842.122,134.738,376.291,783.296,184.355,-128.66,1086.69,188.944,-300.886,1083.06,191.41,-400.094,1059.64,260.808,-393.154,1025.97,145.543,-397.395,972.996,138.565,-402.684,841.812,133.786,-334.678,846.883,86.5267,-342.629,792.333,212.746,12.9894,1113.11,94.1552,8.78323,1075.57,71.2444,14.3352,950.819
9,0,169.145,142.172,1083.04,166.756,299.311,1068.77,186.834,398.827,1041.79,271.532,386.677,1024.54,167.726,398.904,943.113,160.268,419.697,844.849,184.485,371.718,842.045,134.654,376.148,783.198,184.456,-128.661,1086.63,189.043,-300.893,1082.92,191.502,-400.086,1059.48,260.88,-393.141,1025.81,145.58,-397.453,972.863,138.552,-402.697,841.69,133.735,-334.691,846.789,86.4472,-342.696,792.257,212.767,13.0158,1113.08,94.1409,8.67954,1075.54,71.2966,14.3513,950.776
