Trajectories
100
,,ValidationHealthy005:Rdeltoid,,,ValidationHealthy005:RMidArm,,,ValidationHealthy005:RElbRadial,,,ValidationHealthy005:RElbUlna,,,ValidationHealthy005:RMidForeArm,,,ValidationHealthy005:RWrist1,,,ValidationHealthy005:RWrist2,,,ValidationHealthy005:RFingerJoint,,,ValidationHealthy005:LDeltoid,,,ValidationHealthy005:LMidArm,,,ValidationHealthy005:LElbRadial,,,ValidationHealthy005:LElbUlna,,,ValidationHealthy005:LMidForearm,,,ValidationHealthy005:Lwrist1,,,ValidationHealthy005:LWrist2,,,ValidationHealthy005:LFingerJoint,,,ValidationHealthy005:C7,,,ValidationHealthy005:Neck,,,ValidationHealthy005:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,401.534,48.2835,1070.64,411.49,230.595,1046.26,414.997,326.133,1020.63,482.168,335.324,979.536,353.126,354.685,910.024,329.856,400.233,806.868,338.689,329.208,792.819,310.365,347.516,723.086,399.713,-173.941,1068.91,407.309,-343.663,1042.21,420.644,-448.978,1020.32,471.83,-457.145,969.013,337.873,-441.118,912.36,310.033,-482.54,811.836,305.919,-413.658,812.495,276.402,-427.914,736.7,467.693,-68.4889,1066.65,339.015,-53.8615,1014.56,333.822,-62.7704,939.108
2,0,401.537,48.2978,1070.6,411.44,230.613,1046.2,414.937,326.143,1020.56,482.108,335.342,979.468,353.078,354.661,909.963,329.785,400.066,806.752,338.662,329.06,792.768,310.326,347.313,722.997,399.721,-173.946,1068.88,407.265,-343.661,1042.15,420.532,-448.986,1020.23,471.693,-457.169,968.918,337.738,-441.067,912.285,309.86,-482.459,811.774,305.785,-413.565,812.432,276.222,-427.808,736.669,467.684,-68.4676,1066.63,339.008,-53.8432,1014.58,333.826,-62.7444,939.095
3,0,403.918,45.6031,1069.2,411.415,230.62,1046.13,414.889,326.152,1020.48,482.076,335.341,979.391,353.01,354.544,909.858,329.729,399.909,806.611,338.625,328.908,792.66,310.311,347.12,722.893,399.732,-173.946,1068.84,407.214,-343.656,1042.07,420.434,-448.978,1020.12,471.59,-457.184,968.805,337.629,-441.027,912.205,309.704,-482.371,811.676,305.623,-413.474,812.37,276.065,-427.703,736.596,467.725,-68.4325,1066.62,339.005,-53.7869,1014.57,333.845,-62.7342,939.049
4,0,403.906,45.6376,1069.19,411.388,230.618,1046.07,414.841,326.166,1020.4,482.041,335.351,979.334,352.962,354.449,909.738,329.672,399.791,806.484,338.586,328.753,792.606,310.295,346.946,722.795,399.722,-173.927,1068.8,407.178,-343.657,1041.99,420.36,-448.978,1020.02,471.515,-457.186,968.683,337.525,-440.966,912.104,309.588,-482.277,811.576,305.516,-413.398,812.289,275.953,-427.611,736.525,467.7,-68.4605,1066.62,338.998,-53.7704,1014.57,333.868,-62.7279,938.996
5,0,401.523,48.3382,1070.48,411.366,230.622,1045.99,414.792,326.168,1020.32,481.984,335.353,979.25,352.915,354.369,909.651,329.659,399.612,806.352,338.567,328.649,792.548,310.274,346.724,722.703,399.689,-173.905,1068.77,407.132,-343.645,1041.9,420.307,-448.958,1019.89,471.451,-457.157,968.548,337.46,-440.91,912.004,309.499,-482.185,811.451,305.413,-413.324,812.237,275.843,-427.491,736.433,467.708,-68.4556,1066.62,338.985,-53.7402,1014.57,333.887,-62.6704,938.945
6,0,401.519,48.3619,1070.45,411.338,230.622,1045.91,414.764,326.187,1020.23,481.939,335.379,979.155,352.889,354.342,909.568,329.645,399.52,806.254,338.511,328.505,792.52,310.273,346.574,722.631,399.651,-173.906,1068.75,407.081,-343.621,1041.81,420.269,-448.944,1019.79,471.425,-457.139,968.462,337.429,-440.881,911.922,309.464,-482.106,811.334,305.361,-413.263,812.198,275.778,-427.352,736.349,467.738,-68.4212,1066.61,338.978,-53.6745,1014.56,333.882,-62.6387,938.911
7,0,401.503,48.3885,1070.41,411.324,230.645,1045.83,414.763,326.193,1020.16,481.912,335.395,979.072,352.876,354.293,909.467,330.569,398.965,806.235,338.536,328.427,792.41,310.299,346.416,722.54,399.608,-173.893,1068.73,407.05,-343.606,1041.73,420.243,-448.928,1019.68,471.402,-457.094,968.353,337.422,-440.818,911.799,309.484,-482.012,811.189,305.418,-413.181,812.056,275.796,-427.233,736.235,467.726,-68.4166,1066.62,338.967,-53.6542,1014.56,333.907,-62.6231,938.872
8,0,401.486,48.4364,1070.37,411.349,230.677,1045.76,414.748,326.22,1020.08,481.9,335.41,978.974,352.921,354.189,909.354,330.598,398.876,806.107,338.547,328.276,792.313,310.318,346.287,722.418,399.56,-173.864,1068.71,407.022,-343.582,1041.63,420.225,-448.889,1019.57,471.422,-457.058,968.248,337.446,-440.757,911.65,309.562,-481.923,811.017,305.431,-413.106,811.954,275.887,-427.09,736.075,467.228,-69.5991,1066.74,338.955,-53.6108,1014.55,333.906,-62.5851,938.812
9,0,401.497,48.4681,1070.33,411.366,230.722,1045.66,414.754,326.238,1019.98,481.912,335.439,978.876,352.92,354.203,909.238,330.624,398.812,805.953,338.529,328.22,792.24,310.354,346.167,722.324,399.524,-173.856,1068.67,406.999,-343.546,1041.52,420.222,-448.855,1019.43,471.476,-456.997,968.137,337.533,-440.68,911.482,309.698,-481.807,810.797,305.568,-413.025,811.766,276.051,-426.935,735.886,467.661,-68.4998,1066.63,338.946,-53.5773,1014.55,333.904,-62.5267,938.785
