Trajectories
100
,,ValidationHealthy002:Rdeltoid,,,ValidationHealthy002:RMidArm,,,ValidationHealthy002:RElbRadial,,,ValidationHealthy002:RElbUlna,,,ValidationHealthy002:RMidForeArm,,,ValidationHealthy002:RWrist1,,,ValidationHealthy002:RWrist2,,,ValidationHealthy002:RFingerJoint,,,ValidationHealthy002:LDeltoid,,,ValidationHealthy002:LMidArm,,,ValidationHealthy002:LElbRadial,,,ValidationHealthy002:LElbUlna,,,ValidationHealthy002:LMidForearm,,,ValidationHealthy002:Lwrist1,,,ValidationHealthy002:LWrist2,,,ValidationHealthy002:LFingerJoint,,,ValidationHealthy002:C7,,,ValidationHealthy002:Neck,,,ValidationHealthy002:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,536.607,95.0742,982.039,545.539,264.088,959.313,542.441,363.162,941.588,611.697,364.034,898.898,495.121,387.388,816.987,480.748,433.333,711.002,519.911,374.989,691.282,476.943,370.931,635.773,563.336,-204.413,988.195,553.68,-341.17,976.192,522.606,-459.219,953.021,591.86,-468.837,914.535,491.13,-462.804,816.407,461.173,-509.626,715.073,519.929,-478.618,703.923,502.123,-447.59,645.975,589.362,-49.4085,993.917,473.854,-47.2595,955.398,431.181,-37.8052,857.041
2,0,536.488,95.0672,982.049,545.419,264.126,959.334,542.365,363.169,941.603,611.648,364.039,898.953,495.121,387.577,816.955,480.846,433.355,710.963,519.245,381.474,691.698,477.12,370.995,635.716,563.32,-204.382,988.228,553.701,-341.118,976.265,522.655,-459.183,953.154,591.9,-468.805,914.65,491.153,-462.84,816.548,461.167,-509.742,715.244,519.931,-478.766,704.068,502.118,-447.781,646.086,589.305,-49.3918,993.935,473.787,-47.3386,955.365,431.105,-37.8356,857.018
3,0,536.39,95.0609,982.077,545.309,264.142,959.363,542.283,363.181,941.609,612.005,364.453,899.087,495.144,387.516,816.92,480.926,433.374,710.918,519.351,381.52,691.669,477.295,371.012,635.665,563.295,-204.336,988.268,553.714,-341.07,976.335,522.717,-459.164,953.285,591.947,-468.787,914.763,491.182,-462.916,816.659,461.163,-509.872,715.416,519.918,-478.891,704.216,502.101,-447.967,646.206,589.242,-49.3626,993.943,473.732,-47.4025,955.324,431.048,-37.8671,857.008
4,0,536.305,95.0744,982.082,545.179,264.172,959.38,542.189,363.199,941.613,611.54,364.044,899.036,495.971,387.137,816.12,480.976,433.382,710.874,522.037,377.824,692.743,477.451,371.024,635.609,563.283,-204.297,988.323,553.752,-341.039,976.417,522.788,-459.139,953.416,591.987,-468.741,914.876,491.178,-462.962,816.821,461.154,-510.001,715.601,519.911,-479.013,704.379,502.062,-448.138,646.327,589.188,-49.3356,993.973,473.681,-47.4461,955.308,430.995,-37.8811,857.024
5,0,536.216,95.0677,982.096,545.094,264.179,959.381,542.1,363.211,941.586,611.461,364.064,899.066,496.008,387.022,816.056,481.011,433.351,710.819,520.381,375.248,691.234,477.584,371.057,635.534,563.258,-204.227,988.379,553.77,-340.993,976.481,522.845,-459.099,953.512,592.045,-468.684,914.963,491.206,-463.024,816.95,461.149,-510.115,715.758,519.881,-479.121,704.502,502,-448.295,646.441,589.094,-49.2845,993.977,473.663,-47.5038,955.282,430.934,-37.8758,857.023
6,0,536.142,95.0861,982.098,544.991,264.204,959.37,542.011,363.224,941.565,611.375,364.094,899.084,495.181,387.626,816.735,481.036,433.325,710.738,519.67,381.497,691.56,477.681,371.078,635.439,563.234,-204.137,988.428,553.795,-340.93,976.535,522.917,-459.051,953.593,592.099,-468.62,915.022,491.219,-463.083,817.057,461.132,-510.228,715.899,519.828,-479.208,704.642,501.919,-448.448,646.539,589.021,-49.2289,993.979,473.628,-47.5238,955.255,430.882,-37.8671,857.029
7,0,536.077,95.113,982.096,544.868,264.25,959.359,541.92,363.238,941.541,611.292,364.126,899.089,495.182,387.599,816.664,481.056,433.328,710.709,519.797,381.451,691.475,477.741,371.099,635.361,563.234,-204.07,988.486,553.829,-340.874,976.594,523.01,-459.003,953.693,592.156,-468.558,915.071,491.243,-463.113,817.169,461.107,-510.316,716.045,519.773,-479.246,704.764,501.836,-448.574,646.629,588.97,-49.1626,993.978,473.592,-47.5496,955.242,430.829,-37.8774,857.04
8,0,536.021,95.1442,982.083,544.77,264.286,959.34,541.826,363.252,941.489,611.214,364.155,899.072,495.163,387.668,816.563,481.033,433.302,710.617,520.278,375.231,691,477.756,371.076,635.283,563.223,-204.009,988.552,553.892,-340.807,976.635,523.111,-458.936,953.742,592.235,-468.483,915.1,491.244,-463.133,817.269,461.097,-510.377,716.162,519.75,-479.302,704.842,501.747,-448.676,646.696,588.894,-49.0904,993.994,473.562,-47.5258,955.201,430.753,-37.8903,857.042
9,0,535.923,95.1507,982.06,544.665,264.304,959.294,541.72,363.298,941.445,611.098,364.186,899.081,495.131,387.633,816.46,481.007,433.263,710.533,520.328,375.207,691.142,477.708,371.08,635.211,563.21,-203.947,988.606,553.954,-340.74,976.665,523.206,-458.885,953.819,592.3,-468.42,915.136,491.285,-463.156,817.343,461.096,-510.398,716.263,519.702,-479.308,704.942,501.641,-448.738,646.756,588.841,-49.0188,993.978,473.543,-47.5744,955.166,430.701,-37.8364,857.023
