Trajectories
100
,,ValidationHealthy017:Rdeltoid,,,ValidationHealthy017:RMidArm,,,ValidationHealthy017:RElbRadial,,,ValidationHealthy017:RElbUlna,,,ValidationHealthy017:RMidForeArm,,,ValidationHealthy017:RWrist1,,,ValidationHealthy017:RWrist2,,,ValidationHealthy017:RFingerJoint,,,ValidationHealthy017:LDeltoid,,,ValidationHealthy017:LMidArm,,,ValidationHealthy017:LElbRadial,,,ValidationHealthy017:LElbUlna,,,ValidationHealthy017:LMidForearm,,,ValidationHealthy017:Lwrist1,,,ValidationHealthy017:LWrist2,,,ValidationHealthy017:LFingerJoint,,,ValidationHealthy017:C7,,,ValidationHealthy017:Neck,,,ValidationHealthy017:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,427.01,75.5356,1052.6,392.111,236.862,1039.39,383.805,346.932,1027.16,435.897,336.99,975.169,321.343,334.53,952.293,270.511,356.81,842.87,284.303,299.509,826.121,231.703,305.659,774.197,419.058,-131.04,1046.5,413.135,-277.647,1034.17,397.385,-382.398,1011.45,455.976,-389.67,964.833,337.492,-389.993,929.556,289.098,-402.177,825.309,308.14,-347.098,821.546,256.309,-367.387,752.915,459.662,-27.6316,1044.74,342.358,-13.875,1021.14,338.896,-23.7206,891.398
2,0,426.979,75.5737,1052.58,392.12,236.878,1039.33,383.831,346.962,1027.1,436.126,337.472,975.005,321.356,334.521,952.209,270.525,356.784,842.802,284.3,299.48,826.071,231.734,305.613,774.128,419.052,-131.022,1046.5,413.128,-277.62,1034.16,397.375,-382.375,1011.44,455.971,-389.654,964.83,337.483,-389.925,929.529,289.109,-402.109,825.266,308.137,-347.012,821.514,256.312,-367.315,752.913,459.668,-27.6269,1044.74,342.342,-13.8748,1021.16,338.887,-23.7019,891.395
3,0,426.952,75.6158,1052.57,392.126,236.909,1039.28,383.867,346.986,1027.02,435.958,336.989,975.042,321.373,334.547,952.168,270.522,356.798,842.772,284.315,299.443,826.039,231.735,305.577,774.092,419.055,-131.001,1046.49,413.125,-277.604,1034.14,397.351,-382.343,1011.41,455.978,-389.639,964.837,337.364,-390.692,929.935,289.136,-402.042,825.222,308.149,-346.943,821.485,256.337,-367.212,752.897,459.654,-27.5982,1044.72,342.316,-13.8748,1021.17,338.875,-23.6758,891.385
4,0,426.95,75.6401,1052.57,392.135,236.962,1039.24,383.913,347.031,1026.97,435.976,337.037,974.982,321.398,334.57,952.135,270.518,356.752,842.737,284.342,299.423,826.01,231.737,305.526,774.097,419.045,-130.986,1046.46,413.115,-277.584,1034.12,397.375,-382.336,1011.39,455.994,-389.623,964.827,337.507,-389.876,929.449,289.174,-402.003,825.18,308.204,-346.906,821.476,256.388,-367.125,752.837,459.655,-27.5834,1044.73,342.313,-13.8974,1021.18,338.897,-23.6841,891.353
5,0,426.935,75.6778,1052.57,392.183,237.008,1039.2,383.98,347.07,1026.92,436.032,337.052,974.919,321.456,334.558,952.121,270.516,356.681,842.736,284.327,299.405,826.023,231.713,305.499,774.125,419.024,-130.957,1046.48,413.09,-277.567,1034.11,397.385,-382.302,1011.35,456.022,-389.579,964.816,337.515,-389.856,929.441,289.184,-401.947,825.161,308.251,-346.873,821.477,256.445,-367.06,752.799,459.645,-27.5404,1044.72,342.294,-13.8809,1021.19,338.897,-23.6542,891.332
6,0,426.931,75.7189,1052.59,392.238,237.068,1039.18,384.096,347.139,1026.85,436.112,337.083,974.827,321.511,334.504,952.119,270.475,356.618,842.8,284.291,299.379,826.109,231.65,305.477,774.206,419.009,-130.922,1046.51,413.09,-277.55,1034.12,397.373,-382.261,1011.31,456.038,-389.541,964.795,337.42,-390.52,929.798,289.181,-401.891,825.142,308.29,-346.835,821.476,256.507,-366.978,752.765,459.622,-27.4855,1044.73,342.283,-13.8143,1021.21,338.897,-23.619,891.329
7,0,426.943,75.7499,1052.61,392.344,237.131,1039.16,384.27,347.203,1026.82,436.216,337.089,974.715,321.57,334.494,952.152,270.38,356.507,842.914,284.386,299.125,826.59,231.554,305.449,774.338,419.01,-130.88,1046.54,413.1,-277.533,1034.11,397.426,-382.255,1011.31,456.056,-389.494,964.764,337.532,-389.78,929.411,289.175,-401.833,825.124,308.38,-346.834,821.48,256.559,-366.947,752.717,459.628,-27.4478,1044.74,342.269,-13.7646,1021.22,338.92,-23.596,891.343
8,0,426.934,75.7819,1052.61,392.469,237.213,1039.14,384.479,347.275,1026.8,436.326,337.084,974.616,321.675,334.517,952.224,270.33,356.384,843.069,284.274,299.151,826.695,231.383,305.46,774.539,419.029,-130.84,1046.59,413.13,-277.515,1034.12,397.454,-382.226,1011.28,456.077,-389.465,964.721,337.45,-390.222,929.661,289.175,-401.782,825.094,308.404,-346.791,821.474,256.572,-366.907,752.688,459.616,-27.3987,1044.74,342.274,-13.7108,1021.23,338.915,-23.5618,891.336
9,0,426.957,75.8021,1052.6,392.634,237.277,1039.17,384.684,347.34,1026.83,436.446,337.085,974.55,321.762,334.514,952.305,269.736,355.68,842.955,284.16,299.138,826.867,231.181,305.485,774.822,419.015,-130.773,1046.61,413.15,-277.477,1034.11,397.518,-381.951,1010.91,456.095,-389.416,964.679,337.457,-390.172,929.635,289.179,-401.733,825.068,308.423,-346.769,821.434,256.564,-366.864,752.66,459.617,-27.3557,1044.75,342.271,-13.6911,1021.23,338.892,-23.5301,891.336
