Lunate,0
ThumbMC,1
ThumbMCP,2
ThumbIP,3
ThumbDP,4
IndexMCP,5
IndexPIP,6
IndexDIP,7
IndexDP,8
MiddleMCP,9
MiddlePIP,10
MiddleDIP,11
MiddleDP,12
RingMCP,13
RingPIP,14
RingDIP,15
RingDP,16
LittleMCP,17
LittlePIP,18
LittleDIP,19
LittleDP,20
