Head,0
Neck,1
Back,2
Clav,3
Sternum,4
LowerBack,5
LShoulder,6
LArm,7
LElbow,8
LForeArm,9
LWrist1,10
LWrist2,11
LFing,12
RShoulder,13
RArm,14
RElbow,15
RForeArm,16
RWrist1,17
RWrist2,18
RFing,19
LHip,20
RHip,21
