Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Rdeltoid,,,RMidArm,,,RElbRadial,,,RElbUlna,,,RMidForeArm,,,RWrist1,,,RWrist2,,,RFingerJoint,,,LDeltoid,,,LMidArm,,,LElbRadial,,,LElbUlna,,,LMidForearm,,,Lwrist1,,,LWrist2,,,LFingerJoint,,,C7,,,Neck,,,MidSternum,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,415.223969,201.679001,939.884216,372.713135,232.124481,857.450439,327.84552,269.579254,656.546875,,,,237.269821,212.577515,650.485107,133.147125,157.351288,558.559509,157.005585,104.332863,569.558044,84.870003,76.377769,562.365234,552.941345,-62.249149,1002.259949,559.99585,-255.803528,901.692627,528.708435,-352.421631,880.141113,484.364166,-317.583832,853.346985,,,,447.434021,-353.543091,1105.028809,411.811371,-321.555573,1093.009644,408.105469,-315.707184,1194.743408,525.885498,91.575623,991.689148,423.776611,35.600742,947.209534,369.760376,-5.746809,773.151428
2,0,415.226654,201.671921,939.854675,372.69928,232.132202,857.458374,327.898743,269.634216,656.516357,,,,237.317261,212.648422,650.46936,133.168961,157.405212,558.572937,157.039093,104.403786,569.573181,84.890465,76.44883,562.388,552.926392,-62.24017,1002.300354,560.072571,-255.880051,901.91449,528.806396,-352.478546,880.367615,484.500397,-317.63028,853.529663,,,,447.471771,-353.476807,1105.233398,411.848297,-321.528015,1093.149658,408.116821,-315.596588,1194.901367,525.857605,91.605675,991.680359,423.778687,35.41592,946.786499,369.778046,-5.719242,773.183899
3,0,415.214874,201.654099,939.842712,372.705414,232.108704,857.455811,327.950256,269.65329,656.512329,,,,237.361954,212.664352,650.461487,133.212097,157.463089,558.540833,157.058746,104.459229,569.589233,84.923782,76.523361,562.397095,552.911377,-62.224716,1002.32782,560.139038,-255.915131,902.109497,528.911621,-352.535828,880.5672,484.61969,-317.684601,853.705872,470.413147,-338.435699,1043.63623,447.54599,-353.387817,1105.411377,411.904907,-321.473938,1093.319092,408.165131,-315.447205,1195.054565,525.851624,91.610245,991.693787,423.795868,35.382298,946.805481,369.789276,-5.72888,773.1922
4,0,415.198517,201.645248,939.825806,372.678345,232.070602,857.406433,327.985626,269.683716,656.508789,,,,237.394638,212.706955,650.407532,133.248245,157.486847,558.491516,157.083389,104.498383,569.566162,84.901215,76.592247,562.366394,552.891479,-62.208961,1002.357849,560.189026,-255.950119,902.259033,528.996765,-352.591492,880.691956,484.664551,-317.829926,853.794006,,,,447.614227,-353.349487,1105.537598,411.986298,-321.387115,1093.476807,408.262299,-315.335297,1195.188965,525.832581,91.624901,991.697998,423.778748,35.370636,946.769775,369.769043,-5.803959,773.160461
5,0,415.201782,201.625504,939.831299,372.680267,232.091248,857.46698,327.999329,269.700073,656.507996,,,,237.412506,212.789413,650.437927,133.310928,157.618546,558.508972,157.106171,104.583191,569.603699,84.916389,76.681679,562.406738,552.890503,-62.203892,1002.386719,560.258118,-255.960739,902.411377,529.116943,-352.63501,880.894775,484.767761,-317.838135,854.002808,,,,447.686676,-353.274048,1105.733398,412.071503,-321.341034,1093.605347,408.384888,-315.241791,1195.334351,525.875977,91.519608,991.663269,423.780304,35.386494,946.832947,369.797058,-5.777487,773.256409
6,0,415.201141,201.631104,939.837524,372.66568,232.03746,857.403809,328.031158,269.720886,656.491516,,,,237.417526,212.781113,650.409546,133.302216,157.619522,558.452087,157.092117,104.602135,569.566772,84.886673,76.724632,562.367004,552.905273,-62.190453,1002.40802,560.311951,-255.951935,902.533875,529.201843,-352.653717,880.98938,484.850769,-317.93457,854.042603,,,,447.78183,-353.230316,1105.864868,412.158173,-321.306763,1093.74646,408.485535,-315.12442,1195.432861,525.895691,91.474998,991.618835,423.776611,35.35125,946.793823,369.840149,-5.864662,773.197144
7,0,415.204895,201.611328,939.83606,372.674438,232.058212,857.448242,328.028259,269.728546,656.493103,,,,237.430862,212.834381,650.455811,133.319763,157.700699,558.463562,157.10437,104.674194,569.609192,84.881042,76.795105,562.388306,552.930664,-62.173668,1002.422424,560.374512,-255.981201,902.625854,529.316895,-352.685394,881.188477,484.958832,-317.943909,854.234314,470.799133,-338.254639,1044.203735,447.866028,-353.178162,1106.026489,412.26825,-321.222748,1093.865234,408.626068,-314.976898,1195.546875,525.886353,91.459793,991.591492,423.804871,35.345673,946.858948,369.874847,-5.87021,773.284302
8,0,415.189819,201.596512,939.84436,372.688171,232.013977,857.440674,328.010376,269.735321,656.493408,,,,237.417206,212.82785,650.445435,133.31636,157.681915,558.446472,157.098526,104.689713,569.597107,84.881813,76.810928,562.357178,552.975891,-62.163219,1002.440796,560.457153,-255.970215,902.689331,529.40448,-352.706177,881.274048,485.054596,-318.061768,854.297913,,,,447.954285,-353.093292,1106.121216,412.383575,-321.184967,1093.970825,408.727356,-314.887451,1195.659302,525.918335,91.419838,991.566711,423.827301,35.333897,946.850037,369.926117,-5.949894,773.28833
