Trajectories
100
,,ValidationHealthy011:Rdeltoid,,,ValidationHealthy011:RMidArm,,,ValidationHealthy011:RElbRadial,,,ValidationHealthy011:RElbUlna,,,ValidationHealthy011:RMidForeArm,,,ValidationHealthy011:RWrist1,,,ValidationHealthy011:RWrist2,,,ValidationHealthy011:RFingerJoint,,,ValidationHealthy011:LDeltoid,,,ValidationHealthy011:LMidArm,,,ValidationHealthy011:LElbRadial,,,ValidationHealthy011:LElbUlna,,,ValidationHealthy011:LMidForearm,,,ValidationHealthy011:Lwrist1,,,ValidationHealthy011:LWrist2,,,ValidationHealthy011:LFingerJoint,,,ValidationHealthy011:C7,,,ValidationHealthy011:Neck,,,ValidationHealthy011:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,651.8,195.451,1107.57,670.811,389.41,999.516,605.004,502.928,916.378,672.16,466.953,956.554,615.549,479.691,1108.49,576.531,539.525,1196.53,542.336,473.368,1197.42,566.991,471.873,1278.2,621.383,-140.94,1118.33,623.161,-303.71,1016.04,525.092,-386.546,922.742,611.632,-401.421,962.132,557.887,-413.654,1080.96,485.036,-454.56,1187.57,464.811,-389.471,1181.52,475.013,-370.276,1271.59,691.04,35.9737,1093.85,507.364,47.1952,1093.74,483.394,25.9399,1048.67
2,0,651.823,195.421,1107.55,670.812,389.413,999.458,604.999,502.878,916.32,672.172,466.908,956.508,615.531,479.657,1108.41,576.484,539.5,1196.44,542.32,473.313,1197.33,566.931,471.843,1278.11,621.411,-140.945,1118.3,623.23,-303.704,1015.99,525.171,-386.557,922.686,611.716,-401.427,962.081,557.967,-413.645,1080.91,485.11,-454.537,1187.52,464.877,-389.455,1181.47,475.066,-370.25,1271.53,691.074,35.9514,1093.84,507.383,47.1751,1093.74,483.416,25.9202,1048.65
3,0,651.832,195.404,1107.52,670.82,389.38,999.408,605.004,502.826,916.236,672.162,466.912,956.429,615.515,479.629,1108.33,576.444,539.463,1196.36,542.274,473.267,1197.24,566.873,471.775,1278.01,621.445,-140.988,1118.27,623.304,-303.691,1015.93,525.259,-386.587,922.635,611.817,-401.434,962.037,558.042,-413.622,1080.85,485.185,-454.53,1187.48,464.947,-389.464,1181.42,475.115,-370.247,1271.48,691.098,35.9257,1093.83,507.396,47.1441,1093.74,483.429,25.904,1048.64
4,0,651.836,195.409,1107.51,670.839,389.34,999.348,605.005,502.763,916.148,672.186,466.862,956.37,615.493,479.582,1108.22,576.413,539.408,1196.28,542.224,473.236,1197.13,566.802,471.724,1277.93,621.464,-140.986,1118.23,623.377,-303.697,1015.87,525.354,-386.629,922.564,611.899,-401.429,961.983,558.128,-413.622,1080.8,485.256,-454.529,1187.42,465.003,-389.469,1181.37,475.136,-370.249,1271.43,691.089,35.9016,1093.78,507.413,47.119,1093.72,483.438,25.8645,1048.62
5,0,651.813,195.42,1107.47,670.841,389.293,999.281,604.984,502.724,916.049,672.144,466.825,956.297,615.463,479.532,1108.13,576.377,539.341,1196.18,542.169,473.197,1197.05,566.74,471.698,1277.84,621.5,-140.995,1118.2,623.427,-303.674,1015.83,525.438,-386.649,922.501,611.978,-401.427,961.929,558.19,-413.617,1080.73,485.327,-454.547,1187.37,465.041,-389.501,1181.29,475.113,-370.222,1271.33,691.057,35.9251,1093.79,507.428,47.1054,1093.71,483.436,25.8511,1048.59
6,0,651.804,195.415,1107.45,670.841,389.253,999.218,604.988,502.687,915.95,672.125,466.79,956.217,615.418,479.497,1108.05,576.307,539.318,1196.07,542.126,473.152,1196.94,566.668,471.699,1277.73,621.53,-141.025,1118.17,623.486,-303.667,1015.78,525.514,-386.658,922.43,612.054,-401.428,961.879,558.235,-413.632,1080.66,485.395,-454.556,1187.32,465.093,-389.561,1181.2,475.085,-370.199,1271.22,691.128,35.8824,1093.76,507.428,47.0903,1093.7,483.444,25.8526,1048.54
7,0,651.771,195.454,1107.39,670.85,389.231,999.133,604.969,502.643,915.847,672.13,466.781,956.1,615.373,479.455,1107.97,576.214,539.303,1195.93,542.062,473.147,1196.83,566.608,471.724,1277.62,621.569,-141.023,1118.13,623.531,-303.651,1015.72,525.606,-386.662,922.361,612.126,-401.443,961.82,558.282,-413.645,1080.58,485.459,-454.594,1187.25,465.114,-389.601,1181.11,475.047,-370.172,1271.09,691.122,35.8924,1093.77,507.444,47.0796,1093.67,483.459,25.8458,1048.47
8,0,651.761,195.493,1107.35,670.845,389.223,999.037,604.933,502.59,915.747,672.115,466.752,955.994,615.33,479.425,1107.88,576.138,539.305,1195.81,542.023,473.133,1196.73,566.531,471.768,1277.52,621.594,-141.018,1118.11,623.589,-303.645,1015.66,525.695,-386.643,922.282,612.202,-401.451,961.78,558.317,-413.66,1080.51,485.518,-454.638,1187.19,465.149,-389.663,1181.02,475.032,-370.179,1270.98,691.164,35.8731,1093.72,507.459,47.0953,1093.65,483.467,25.8392,1048.43
9,0,651.737,195.506,1107.29,670.82,389.215,998.946,604.893,502.531,915.63,672.083,466.776,955.885,615.291,479.432,1107.77,576.032,539.34,1195.69,541.969,473.16,1196.6,566.458,471.789,1277.4,621.603,-141.004,1118.07,623.635,-303.633,1015.61,525.779,-386.638,922.213,612.271,-401.457,961.734,558.366,-413.659,1080.44,485.593,-454.686,1187.1,465.187,-389.721,1180.92,475.006,-370.197,1270.87,691.181,35.8804,1093.7,507.47,47.0778,1093.62,483.471,25.8163,1048.39
10,0,651.48,195.993,1106.87,670.79,389.242,998.865,604.87,502.505,915.505,672.048,466.749,955.794,615.232,479.467,1107.66,575.982,539.35,1195.57,541.919,473.16,1196.5,566.376,471.801,1277.3,621.631,-140.989,1118.04,623.684,-303.617,1015.55,525.861,-386.623,922.133,612.332,-401.444,961.681,558.427,-413.665,1080.38,485.673,-454.739,1187.03,465.259,-389.792,1180.84,474.984,-370.234,1270.77,691.184,35.8702,1093.66,507.464,47.0704,1093.6,483.47,25.812,1048.34
11,0,651.472,196.012,1106.82,670.739,389.247,998.777,604.845,502.52,915.416,671.998,466.743,955.72,615.183,479.532,1107.57,575.938,539.363,1195.47,541.844,473.209,1196.4,566.286,471.831,1277.21,621.654,-141.023,1118.03,623.724,-303.588,1015.5,525.946,-386.617,922.058,612.403,-401.422,961.627,558.48,-413.661,1080.29,485.751,-454.796,1186.94,465.308,-389.883,1180.72,474.987,-370.275,1270.68,691.172,35.8776,1093.63,507.454,47.0506,1093.56,483.471,25.797,1048.32
12,0,651.463,196.036,1106.78,670.688,389.257,998.7,604.797,502.504,915.319,671.943,466.737,955.648,615.136,479.547,1107.47,575.9,539.374,1195.37,541.765,473.227,1196.31,566.197,471.879,1277.11,621.645,-140.994,1118,623.761,-303.538,1015.44,526.024,-386.614,922.002,612.458,-401.39,961.554,558.528,-413.653,1080.21,485.821,-454.844,1186.85,465.365,-389.953,1180.63,475.002,-370.339,1270.59,691.209,35.8732,1093.61,507.436,47.0612,1093.54,483.479,25.804,1048.28
13,0,651.449,196.053,1106.74,670.656,389.246,998.63,604.748,502.487,915.208,671.919,466.722,955.591,615.096,479.551,1107.4,575.833,539.401,1195.27,541.688,473.269,1196.22,566.152,471.913,1277.01,621.649,-140.982,1117.99,623.8,-303.51,1015.39,526.093,-386.552,921.906,612.522,-401.351,961.494,558.593,-413.651,1080.13,485.896,-454.907,1186.77,465.427,-390.019,1180.56,475.046,-370.408,1270.52,691.209,35.8763,1093.59,507.433,47.088,1093.53,483.471,25.8113,1048.24
14,0,651.599,195.75,1106.96,670.628,389.246,998.563,604.724,502.476,915.11,671.883,466.726,955.489,615.042,479.571,1107.33,575.776,539.399,1195.14,541.625,473.311,1196.12,566.111,471.98,1276.91,621.666,-140.973,1117.97,623.835,-303.474,1015.33,526.155,-386.499,921.798,612.59,-401.314,961.392,558.653,-413.636,1080.04,485.955,-454.978,1186.67,465.49,-390.078,1180.5,475.083,-370.503,1270.43,691.214,35.8754,1093.55,507.42,47.1274,1093.5,483.46,25.8145,1048.19
15,0,651.402,196.118,1106.68,670.595,389.264,998.491,604.677,502.409,915.024,671.837,466.72,955.41,614.965,479.598,1107.24,575.682,539.465,1195.03,541.59,473.351,1196.02,566.066,472.095,1276.82,621.689,-141.004,1117.97,623.88,-303.476,1015.28,526.23,-386.496,921.729,612.67,-401.283,961.33,558.712,-413.658,1079.96,486.02,-455.059,1186.58,465.563,-390.155,1180.45,475.176,-370.644,1270.39,691.21,35.8852,1093.57,507.422,47.1067,1093.49,483.473,25.7918,1048.15
16,0,651.545,195.772,1106.92,670.559,389.263,998.416,604.618,502.375,914.951,671.785,466.658,955.329,614.919,479.629,1107.16,575.615,539.569,1194.92,541.553,473.389,1195.95,566.034,472.17,1276.77,621.72,-141.014,1117.97,623.935,-303.476,1015.23,526.299,-386.489,921.686,612.725,-401.253,961.242,558.78,-413.698,1079.91,486.087,-455.153,1186.5,465.623,-390.216,1180.42,475.237,-370.743,1270.32,691.206,35.876,1093.56,507.422,47.0881,1093.5,483.494,25.7665,1048.12
