Trajectories
100
,,ValidationHealthy014:Rdeltoid,,,ValidationHealthy014:RMidArm,,,ValidationHealthy014:RElbRadial,,,ValidationHealthy014:RElbUlna,,,ValidationHealthy014:RMidForeArm,,,ValidationHealthy014:RWrist1,,,ValidationHealthy014:RWrist2,,,ValidationHealthy014:RFingerJoint,,,ValidationHealthy014:LDeltoid,,,ValidationHealthy014:LMidArm,,,ValidationHealthy014:LElbRadial,,,ValidationHealthy014:LElbUlna,,,ValidationHealthy014:LMidForearm,,,ValidationHealthy014:Lwrist1,,,ValidationHealthy014:LWrist2,,,ValidationHealthy014:LFingerJoint,,,ValidationHealthy014:C7,,,ValidationHealthy014:Neck,,,ValidationHealthy014:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,335.897,56.0248,1105.97,351.64,207.458,1047.5,273.667,354.854,990.737,339.115,355.568,1017.57,315.022,338.3,1131.51,265.423,356.334,1238.33,248.703,299.528,1231.69,269.534,278.091,1315.17,341.264,-208.378,1099.23,320.039,-357.431,1023.86,223.949,-462.725,967.095,280.644,-480.474,1002.85,257.729,-453.619,1110.77,188.748,-472.855,1227.63,195.642,-411.818,1220.76,223.867,-412.831,1301.54,370.057,-76.3317,1129.89,259.761,-74.5375,1098,215.099,-77.1058,985.865
2,0,335.88,56.0293,1105.96,351.614,207.469,1047.52,273.631,354.832,990.695,339.036,355.569,1017.57,314.892,338.317,1131.5,265.21,356.365,1238.3,248.494,299.478,1231.68,269.27,278.123,1315.17,341.124,-208.157,1099.06,320.113,-357.439,1023.91,224.069,-462.788,967.172,280.749,-480.513,1002.96,257.285,-453.497,1110.27,188.736,-472.85,1227.69,195.635,-411.8,1220.8,223.848,-412.806,1301.6,370.303,-76.2885,1129.88,259.78,-74.5533,1097.99,215.027,-76.7131,986.172
3,0,335.856,56.0332,1105.95,351.589,207.46,1047.53,273.59,354.831,990.681,338.971,355.553,1017.59,314.761,338.337,1131.52,264.977,356.392,1238.25,248.295,299.592,1231.61,268.997,278.165,1315.16,341.39,-208.404,1099.27,320.198,-357.458,1023.98,224.176,-462.834,967.261,280.837,-480.543,1003.08,257.344,-453.512,1110.39,188.724,-472.831,1227.77,195.641,-411.77,1220.87,223.84,-412.777,1301.67,370.246,-76.2379,1129.86,259.81,-74.5715,1098,215.039,-76.663,986.206
4,0,335.838,56.0511,1105.93,351.542,207.471,1047.52,273.548,354.799,990.665,338.91,355.58,1017.63,314.603,338.383,1131.53,264.751,356.405,1238.23,248.064,299.548,1231.61,268.725,278.197,1315.14,341.384,-208.328,1099.23,320.276,-357.488,1024.06,224.287,-462.871,967.38,280.927,-480.566,1003.22,257.388,-453.525,1110.52,188.71,-472.79,1227.88,195.596,-411.721,1220.94,223.785,-412.69,1301.76,370.271,-76.2552,1129.88,259.804,-74.5323,1097.98,214.983,-76.6565,986.172
5,0,335.822,56.0527,1105.91,351.504,207.474,1047.56,273.495,354.793,990.649,338.83,355.595,1017.67,314.458,338.388,1131.59,264.505,356.389,1238.21,247.85,299.478,1231.61,268.454,278.193,1315.14,341.436,-208.322,1099.29,320.321,-357.487,1024.16,224.375,-462.923,967.477,280.984,-480.583,1003.37,257.405,-453.485,1110.65,188.693,-472.748,1227.99,195.587,-411.683,1221.02,224.213,-412.967,1302.32,370.289,-76.2458,1129.89,259.799,-74.5142,1097.98,215.079,-76.8646,986.057
6,0,335.815,56.0538,1105.9,351.498,207.485,1047.61,273.453,354.733,990.632,338.773,355.593,1017.72,314.296,338.408,1131.63,264.282,356.396,1238.21,247.632,299.636,1231.55,268.188,278.171,1315.15,341.442,-208.248,1099.3,320.367,-357.485,1024.26,224.448,-462.943,967.585,281.037,-480.6,1003.53,257.39,-453.44,1110.81,188.689,-472.709,1228.13,195.579,-411.639,1221.13,224.099,-412.822,1302.4,370.279,-76.1865,1129.91,259.835,-74.5591,1098.01,215.117,-76.9681,985.985
7,0,335.827,56.0551,1105.9,351.471,207.493,1047.63,273.399,354.743,990.655,338.685,355.596,1017.77,314.159,338.401,1131.69,264.064,356.364,1238.21,247.425,299.46,1231.59,267.934,278.147,1315.19,341.442,-208.171,1099.33,320.395,-357.482,1024.38,224.496,-462.976,967.76,281.089,-480.629,1003.74,257.419,-453.392,1111.01,188.665,-472.652,1228.3,195.586,-411.603,1221.28,223.958,-412.646,1302.45,370.331,-76.2072,1129.94,259.819,-74.5205,1098.02,215.073,-76.8457,986.068
8,0,335.819,56.0571,1105.91,351.457,207.497,1047.67,273.356,354.717,990.684,338.618,355.599,1017.83,314.007,338.4,1131.75,263.857,356.328,1238.24,247.208,299.542,1231.56,267.689,278.096,1315.21,341.512,-208.183,1099.4,320.433,-357.476,1024.52,224.527,-462.991,967.919,281.12,-480.628,1003.93,257.42,-453.331,1111.19,188.648,-472.567,1228.46,195.585,-411.533,1221.43,223.9,-412.511,1302.56,370.314,-76.1499,1129.96,259.846,-74.5307,1098.04,215.086,-76.8816,986.037
9,0,335.835,56.0673,1105.91,351.42,207.515,1047.69,273.323,354.728,990.714,338.546,355.602,1017.89,313.864,338.373,1131.77,263.692,356.284,1238.25,247.073,299.51,1231.59,267.461,278.061,1315.24,341.532,-208.16,1099.46,320.486,-357.496,1024.65,224.569,-463.037,968.127,281.164,-480.651,1004.15,257.45,-453.284,1111.41,188.629,-472.493,1228.66,195.571,-411.45,1221.56,223.773,-412.289,1302.61,370.288,-76.1008,1129.96,259.863,-74.5256,1098.07,210.283,-73.0374,986.485
