Trajectories
100
,,ValidationHealthy001:Rdeltoid,,,ValidationHealthy001:RMidArm,,,ValidationHealthy001:RElbRadial,,,ValidationHealthy001:RElbUlna,,,ValidationHealthy001:RMidForeArm,,,ValidationHealthy001:RWrist1,,,ValidationHealthy001:RWrist2,,,ValidationHealthy001:RFingerJoint,,,ValidationHealthy001:LDeltoid,,,ValidationHealthy001:LMidArm,,,ValidationHealthy001:LElbRadial,,,ValidationHealthy001:LElbUlna,,,ValidationHealthy001:LMidForearm,,,ValidationHealthy001:Lwrist1,,,ValidationHealthy001:LWrist2,,,ValidationHealthy001:LFingerJoint,,,ValidationHealthy001:C7,,,ValidationHealthy001:Neck,,,ValidationHealthy001:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,745.072,1.38619,1009.46,775.337,162.34,1003.27,731.655,288.58,974.77,782.868,274.47,1013.28,745.584,298.031,1132.06,647.225,318.896,1208.78,689.983,269.331,1226.64,667.63,285.328,1317.55,752.668,-186.477,990.432,768.026,-343.913,975.224,693.804,-471.217,948.555,762.814,-462.221,978.511,741.425,-495.581,1086.63,645.38,-521.842,1189.09,702.456,-484.585,1200.11,694.381,-522.126,1275.35,777.266,-85.8216,1000.89,651.508,-94.4402,995.421,599.741,-91.3346,915.333
2,0,745.031,1.3969,1009.45,775.28,162.361,1003.24,731.61,288.58,974.702,782.83,274.498,1013.22,745.551,298.067,1132,647.198,318.905,1208.72,689.958,269.373,1226.58,667.606,285.36,1317.51,752.646,-186.474,990.475,767.995,-343.91,975.232,693.807,-471.193,948.538,762.804,-462.207,978.492,741.71,-496.336,1086.97,645.349,-521.906,1189.16,705.635,-489.18,1199.26,694.329,-522.135,1275.34,777.22,-85.8064,1000.9,651.509,-94.4226,995.399,599.721,-91.3134,915.31
3,0,744.973,1.41218,1009.46,775.55,162.086,1002.84,731.554,288.575,974.649,782.772,274.51,1013.16,745.503,298.084,1131.93,647.146,318.933,1208.66,689.902,269.417,1226.52,667.57,285.408,1317.45,752.598,-186.456,990.477,767.976,-343.882,975.208,693.797,-471.191,948.506,762.784,-462.193,978.481,741.662,-496.271,1086.92,645.318,-521.938,1189.15,702.37,-484.604,1200.06,694.287,-522.167,1275.33,777.189,-85.8162,1000.92,651.452,-94.4389,995.395,599.695,-91.3228,915.306
4,0,744.924,1.4261,1009.47,775.205,162.39,1003.17,731.501,288.571,974.584,782.733,274.527,1013.11,745.458,298.129,1131.87,647.078,318.965,1208.61,689.855,269.449,1226.46,667.524,285.442,1317.39,752.547,-186.451,990.489,767.973,-343.873,975.196,693.798,-471.189,948.49,762.796,-462.187,978.473,741.692,-496.384,1086.96,645.284,-521.971,1189.09,702.338,-484.659,1200.05,694.254,-522.233,1275.31,777.15,-85.8046,1000.92,651.42,-94.4601,995.377,599.661,-91.3244,915.307
5,0,744.868,1.45259,1009.47,775.168,162.39,1003.14,731.451,288.565,974.54,782.703,274.537,1013.06,745.406,298.147,1131.82,647.01,318.996,1208.55,689.784,269.505,1226.42,667.471,285.493,1317.34,752.519,-186.441,990.511,767.973,-343.841,975.179,693.811,-471.201,948.461,762.784,-462.161,978.46,741.618,-496.253,1086.86,645.265,-522.053,1189.08,702.351,-484.754,1200.03,694.185,-522.294,1275.28,777.104,-85.7661,1000.95,651.43,-94.4589,995.362,599.632,-91.3242,915.309
6,0,744.835,1.48467,1009.49,775.119,162.422,1003.1,731.426,288.585,974.505,782.658,274.543,1013.03,745.343,298.18,1131.78,646.967,319.026,1208.5,689.712,269.57,1226.39,667.395,285.581,1317.29,752.516,-186.455,990.567,767.979,-343.828,975.172,693.82,-471.191,948.462,762.79,-462.15,978.459,741.652,-496.342,1086.89,645.258,-522.121,1188.99,702.311,-484.794,1200,694.128,-522.388,1275.26,777.043,-85.7316,1000.98,651.419,-94.446,995.374,599.618,-91.3448,915.322
7,0,744.792,1.49462,1009.49,775.089,162.423,1003.09,731.382,288.625,974.454,782.628,274.552,1013.01,745.286,298.207,1131.75,646.889,319.076,1208.44,689.634,269.631,1226.36,667.323,285.663,1317.25,752.487,-186.45,990.577,767.97,-343.818,975.159,693.817,-471.187,948.434,762.799,-462.141,978.444,741.659,-496.378,1086.88,645.282,-522.213,1188.93,702.262,-484.834,1199.97,694.095,-522.49,1275.24,776.988,-85.669,1000.98,651.425,-94.4578,995.358,599.596,-91.3503,915.33
8,0,744.748,1.5222,1009.48,775.047,162.432,1003.08,731.338,288.635,974.43,782.588,274.566,1012.98,745.218,298.234,1131.72,646.819,319.124,1208.39,689.556,269.673,1226.34,667.237,285.748,1317.2,752.443,-186.442,990.591,767.961,-343.785,975.12,693.821,-471.184,948.417,762.814,-462.14,978.428,741.65,-496.329,1086.84,645.269,-522.304,1188.87,702.23,-484.883,1199.94,694.067,-522.578,1275.2,776.953,-85.6649,1001.02,651.435,-94.4401,995.345,599.578,-91.346,915.337
9,0,744.691,1.54359,1009.5,775.004,162.471,1003.06,731.309,288.638,974.411,782.536,274.584,1012.96,745.154,298.281,1131.7,646.736,319.168,1208.35,689.474,269.759,1226.31,667.133,285.842,1317.17,752.429,-186.442,990.59,767.964,-343.779,975.089,693.834,-471.19,948.408,762.841,-462.132,978.406,741.668,-496.39,1086.8,645.314,-522.415,1188.83,702.208,-484.932,1199.9,694.062,-522.677,1275.17,776.916,-85.6281,1001.03,651.426,-94.4489,995.337,599.547,-91.3579,915.351
10,0,744.614,1.59077,1009.51,775.261,162.254,1002.85,731.264,288.658,974.37,782.507,274.589,1012.95,745.087,298.314,1131.68,646.657,319.224,1208.31,689.393,269.778,1226.31,667.022,285.944,1317.15,752.407,-186.436,990.587,767.95,-343.766,975.044,693.858,-471.208,948.392,762.847,-462.118,978.375,741.708,-496.458,1086.8,645.313,-522.488,1188.72,702.202,-484.992,1199.86,694.059,-522.766,1275.12,776.899,-85.6199,1001.05,651.425,-94.4561,995.342,599.536,-91.3538,915.348
11,0,744.581,1.61019,1009.52,775.167,162.302,1002.86,731.231,288.655,974.366,782.447,274.606,1012.95,745.011,298.354,1131.68,646.574,319.263,1208.27,689.292,269.836,1226.3,666.899,286.032,1317.12,752.389,-186.444,990.599,767.96,-343.79,975.033,693.895,-471.228,948.36,762.869,-462.115,978.346,741.746,-496.504,1086.82,645.335,-522.591,1188.7,702.203,-485.044,1199.83,694.07,-522.887,1275.08,776.852,-85.574,1001.04,651.423,-94.5054,995.294,599.519,-91.3644,915.343
12,0,744.547,1.59798,1009.52,775.122,162.315,1002.87,731.183,288.646,974.357,782.404,274.611,1012.96,744.925,298.375,1131.68,646.484,319.356,1208.25,689.193,269.894,1226.31,666.786,286.1,1317.11,752.371,-186.465,990.61,767.929,-343.774,975.002,693.929,-471.246,948.336,762.905,-462.137,978.345,741.706,-496.436,1086.7,645.351,-522.677,1188.66,702.214,-485.118,1199.81,694.073,-522.981,1275.06,776.824,-85.562,1001.06,651.448,-94.5075,995.306,599.5,-91.3712,915.362
