Trajectories
100
,,ValidationHealthy012:Rdeltoid,,,ValidationHealthy012:RMidArm,,,ValidationHealthy012:RElbRadial,,,ValidationHealthy012:RElbUlna,,,ValidationHealthy012:RMidForeArm,,,ValidationHealthy012:RWrist1,,,ValidationHealthy012:RWrist2,,,ValidationHealthy012:RFingerJoint,,,ValidationHealthy012:LDeltoid,,,ValidationHealthy012:LMidArm,,,ValidationHealthy012:LElbRadial,,,ValidationHealthy012:LElbUlna,,,ValidationHealthy012:LMidForearm,,,ValidationHealthy012:Lwrist1,,,ValidationHealthy012:LWrist2,,,ValidationHealthy012:LFingerJoint,,,ValidationHealthy012:C7,,,ValidationHealthy012:Neck,,,ValidationHealthy012:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,450.573,155.816,1053.33,441.81,318.913,1015.47,355.694,435.975,961.013,437.163,444.525,980.114,417.311,469.273,1095.38,359.499,507.043,1208.15,365.426,436.119,1201.26,376.382,431.603,1283.43,454.218,-108.962,1056.66,446.998,-286.9,1027.74,369.62,-397.211,967.109,441.531,-404.407,1005.54,402.974,-420.123,1130.17,341.125,-477.781,1223.45,326.54,-407.968,1217.41,338.937,-406.68,1304.14,483.362,22.6192,1083.14,355.735,23.8936,1062.26,310.759,16.5101,938.499
2,0,450.563,155.802,1053.34,441.779,318.908,1015.49,355.655,435.955,961.06,437.128,444.521,980.16,417.283,469.26,1095.42,359.485,507.008,1208.19,365.43,436.091,1201.33,376.362,431.579,1283.49,454.231,-108.974,1056.67,447.017,-286.908,1027.72,369.607,-397.197,967.13,441.544,-404.42,1005.53,403.029,-420.136,1130.16,341.226,-477.79,1223.47,326.636,-407.984,1217.44,339.034,-406.681,1304.16,483.36,22.6108,1083.12,355.736,23.9024,1062.27,307.866,15.4856,938.925
3,0,450.572,155.783,1053.35,441.761,318.879,1015.53,355.602,435.912,961.109,437.17,444.624,980.19,417.267,469.248,1095.47,360.118,506.034,1208.18,365.493,436.057,1201.42,376.366,431.559,1283.53,454.248,-108.999,1056.67,447.015,-286.924,1027.71,369.589,-397.216,967.128,441.548,-404.436,1005.5,403.077,-420.115,1130.15,341.316,-477.787,1223.49,325.811,-407.284,1217.06,339.28,-406.907,1303.98,483.401,22.5604,1083.16,355.753,23.8709,1062.26,310.723,16.4591,938.495
4,0,450.574,155.783,1053.34,441.723,318.892,1015.55,355.564,435.903,961.168,437.13,444.632,980.228,417.228,469.249,1095.52,360.125,505.967,1208.23,365.466,436.033,1201.47,376.372,431.543,1283.58,454.267,-109.005,1056.68,447.021,-286.934,1027.71,369.564,-397.226,967.148,441.543,-404.434,1005.49,403.136,-420.129,1130.17,341.393,-477.784,1223.51,325.826,-407.249,1217.08,339.275,-406.722,1304.22,483.404,22.5647,1083.15,355.774,23.8539,1062.27,310.717,16.441,938.51
5,0,450.581,155.777,1053.36,441.701,318.872,1015.61,355.525,435.913,961.226,437.115,444.621,980.29,417.195,469.246,1095.58,359.965,506.138,1208.32,365.413,436.022,1201.54,376.388,431.503,1283.65,454.268,-109.008,1056.69,447.021,-286.928,1027.7,369.548,-397.227,967.179,441.537,-404.444,1005.48,403.167,-420.114,1130.18,341.477,-477.809,1223.55,326.376,-407.606,1217.35,339.385,-406.716,1304.24,483.4,22.5748,1083.12,355.788,23.8507,1062.28,310.643,16.4206,938.493
6,0,450.597,155.781,1053.37,441.687,318.841,1015.65,355.337,435.694,961.087,437.073,444.623,980.328,417.168,469.23,1095.62,359.404,506.917,1208.42,365.348,436.015,1201.56,376.421,431.454,1283.69,454.276,-108.996,1056.71,447.021,-286.922,1027.7,369.532,-397.205,967.184,441.541,-404.457,1005.49,403.199,-420.129,1130.19,341.558,-477.83,1223.59,326.952,-408.003,1217.6,339.629,-406.939,1304.06,483.401,22.5785,1083.11,355.802,23.8783,1062.27,308.972,15.7103,938.9
7,0,450.614,155.765,1053.38,441.706,318.825,1015.69,355.325,435.58,961.136,437.045,444.579,980.378,417.144,469.217,1095.67,359.475,506.723,1208.46,365.266,435.998,1201.59,376.418,431.43,1283.74,454.285,-108.987,1056.71,447.02,-286.913,1027.7,369.529,-397.187,967.208,441.531,-404.46,1005.47,403.256,-420.124,1130.18,341.642,-477.849,1223.63,326.457,-407.552,1217.4,339.74,-407.162,1303.84,483.406,22.5857,1083.1,355.821,23.8933,1062.28,308.99,15.7273,938.883
8,0,450.621,155.78,1053.36,441.701,318.807,1015.7,355.322,435.568,961.167,437.031,444.555,980.41,417.141,469.202,1095.71,359.337,506.849,1208.49,365.277,435.957,1201.62,376.417,431.379,1283.78,454.306,-108.981,1056.71,447.013,-286.908,1027.69,369.514,-397.169,967.2,441.533,-404.467,1005.47,403.294,-420.132,1130.18,341.712,-477.867,1223.65,327.113,-408.028,1217.67,339.832,-407.171,1303.86,483.428,22.584,1083.09,355.837,23.8826,1062.27,309.672,16.0672,938.613
9,0,450.649,155.766,1053.36,441.736,318.776,1015.71,355.31,435.561,961.212,437.043,444.548,980.437,417.137,469.162,1095.74,359.328,506.796,1208.53,365.197,435.932,1201.62,376.396,431.313,1283.81,454.332,-108.976,1056.72,447.019,-286.899,1027.67,369.51,-397.162,967.203,441.539,-404.48,1005.46,403.335,-420.126,1130.18,341.796,-477.885,1223.68,327.179,-408.042,1217.69,339.914,-407.165,1303.87,483.412,22.6047,1083.04,355.848,23.917,1062.26,308.938,15.7068,938.859
10,0,450.674,155.765,1053.36,441.742,318.778,1015.7,355.329,435.496,961.231,437.037,444.534,980.481,417.133,469.133,1095.76,359.321,506.753,1208.56,365.193,435.881,1201.64,376.39,431.227,1283.85,454.327,-108.962,1056.69,447.031,-286.903,1027.67,369.514,-397.167,967.202,441.566,-404.477,1005.46,403.38,-420.104,1130.2,341.865,-477.897,1223.7,327.25,-408.054,1217.72,339.889,-406.985,1304.06,483.422,22.5962,1083.03,355.864,23.9065,1062.26,309.094,15.8417,938.748
11,0,450.688,155.775,1053.35,441.775,318.753,1015.7,355.414,435.629,961.381,437.034,444.523,980.501,417.141,469.112,1095.78,359.329,506.695,1208.6,365.173,435.82,1201.66,376.368,431.161,1283.88,454.344,-108.98,1056.7,447.037,-286.896,1027.66,369.527,-397.152,967.197,441.588,-404.489,1005.47,403.416,-420.111,1130.2,341.927,-477.912,1223.71,327.309,-408.076,1217.75,339.975,-406.987,1304.05,483.44,22.6001,1083.01,355.89,23.904,1062.25,308.971,15.786,938.77
