Trajectories
100
,,ValidationHealthy005:Rdeltoid,,,ValidationHealthy005:RMidArm,,,ValidationHealthy005:RElbRadial,,,ValidationHealthy005:RElbUlna,,,ValidationHealthy005:RMidForeArm,,,ValidationHealthy005:RWrist1,,,ValidationHealthy005:RWrist2,,,ValidationHealthy005:RFingerJoint,,,ValidationHealthy005:LDeltoid,,,ValidationHealthy005:LMidArm,,,ValidationHealthy005:LElbRadial,,,ValidationHealthy005:LElbUlna,,,ValidationHealthy005:LMidForearm,,,ValidationHealthy005:Lwrist1,,,ValidationHealthy005:LWrist2,,,ValidationHealthy005:LFingerJoint,,,ValidationHealthy005:C7,,,ValidationHealthy005:Neck,,,ValidationHealthy005:MidSternum,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,459.262,58.2712,1052,446.889,238.967,1005.32,359.003,339.747,956.139,431.002,329.58,985.087,398.095,331.514,1100.07,349.057,347.539,1205.2,321.621,290.96,1189.54,362.218,267.052,1241.58,461.298,-185.211,1050.34,445.748,-346.141,1006.64,351.767,-456.346,963.188,419.181,-445.491,981.847,384.555,-434.421,1102.98,332.553,-469.962,1201.36,313.325,-406.465,1190.88,354.575,-390.871,1246.67,500.398,-55.8801,1044.7,367.1,-47.7857,1031.21,354.691,-63.6651,946.661
2,0,459.264,58.3079,1051.99,446.876,239.006,1005.31,358.988,339.738,956.09,430.988,329.6,985.079,398.087,331.505,1100.07,349.008,347.538,1205.17,321.593,290.957,1189.51,362.196,267.051,1241.54,461.317,-185.178,1050.35,445.795,-346.116,1006.68,351.831,-456.345,963.213,419.235,-445.473,981.886,384.556,-434.358,1103.01,332.583,-469.912,1201.39,313.748,-405.472,1190.94,354.581,-390.811,1246.72,500.428,-55.8735,1044.74,367.164,-47.7289,1031.11,354.733,-63.6848,946.646
3,0,459.268,58.3275,1051.98,446.857,239.044,1005.27,358.955,339.767,956.061,430.973,329.622,985.042,398.054,331.521,1100.03,348.971,347.519,1205.13,321.548,290.942,1189.47,362.166,267.038,1241.51,461.342,-185.141,1050.35,445.846,-346.103,1006.72,351.875,-456.334,963.253,419.288,-445.458,981.938,384.575,-434.307,1103.06,332.64,-469.872,1201.45,313.776,-405.431,1190.95,354.609,-390.769,1246.77,500.421,-55.8494,1044.72,367.103,-47.7695,1031.23,354.742,-63.613,946.628
4,0,459.262,58.3503,1051.96,446.837,239.069,1005.24,358.911,340.177,955.99,430.937,329.644,985,398.026,331.526,1099.99,348.945,347.517,1205.09,321.526,290.941,1189.42,362.138,267.029,1241.48,461.361,-185.113,1050.35,445.88,-346.071,1006.74,351.925,-456.328,963.291,419.337,-445.449,981.984,384.645,-434.287,1103.09,332.696,-469.827,1201.49,313.82,-405.387,1190.98,354.628,-390.717,1246.83,500.43,-55.8145,1044.71,367.131,-47.7302,1031.18,354.762,-63.6346,946.64
5,0,459.24,58.3905,1051.93,446.814,239.096,1005.23,358.902,339.766,955.992,430.871,329.651,984.964,397.99,331.542,1099.95,348.908,347.512,1205.07,321.5,290.925,1189.38,362.114,267.044,1241.44,461.367,-185.059,1050.36,445.901,-346.042,1006.77,351.987,-456.32,963.315,419.378,-445.423,982.021,384.681,-434.284,1103.09,332.738,-469.788,1201.53,313.836,-405.374,1191,354.638,-390.654,1246.88,500.416,-55.7434,1044.71,367.197,-47.6744,1031.07,354.757,-63.5744,946.611
6,0,459.231,58.4061,1051.94,446.799,239.124,1005.22,358.86,339.744,955.966,430.846,329.647,984.939,397.963,331.554,1099.92,348.875,347.499,1205.04,321.473,290.914,1189.38,362.103,267.041,1241.42,461.377,-185.021,1050.38,445.934,-346.021,1006.8,352.019,-456.334,963.345,419.419,-445.413,982.054,384.752,-434.272,1103.14,332.787,-469.759,1201.57,313.875,-405.358,1191.04,354.681,-390.617,1246.95,500.422,-55.6893,1044.72,367.201,-47.6523,1031.08,356.219,-58.9701,944.388
7,0,459.212,58.4352,1051.95,446.771,239.15,1005.2,358.838,339.731,955.938,430.796,329.665,984.906,397.931,331.553,1099.9,348.85,347.506,1205.02,321.451,290.923,1189.36,362.093,267.071,1241.4,461.393,-184.998,1050.41,445.957,-346.005,1006.84,352.047,-456.324,963.394,419.45,-445.397,982.095,384.763,-434.264,1103.17,332.836,-469.723,1201.62,313.929,-405.351,1191.1,354.708,-390.569,1247.03,500.438,-55.647,1044.77,367.168,-47.6107,1031.12,356.236,-58.9398,944.383
8,0,459.204,58.4526,1051.94,446.733,239.189,1005.18,358.768,340.14,955.891,430.733,329.685,984.879,397.888,331.577,1099.86,348.822,347.508,1204.99,321.437,290.908,1189.34,362.09,267.09,1241.4,461.389,-184.963,1050.43,445.981,-345.992,1006.88,352.083,-456.316,963.426,419.484,-445.381,982.148,384.828,-434.285,1103.21,332.889,-469.692,1201.68,313.984,-405.334,1191.14,354.736,-390.515,1247.08,500.406,-55.5763,1044.75,367.179,-47.575,1031.12,356.262,-58.901,944.387
9,0,459.195,58.4794,1051.94,446.716,239.232,1005.17,358.761,339.669,955.891,430.66,329.711,984.848,397.849,331.573,1099.84,348.773,347.54,1204.97,321.426,290.922,1189.34,362.089,267.116,1241.4,461.411,-184.925,1050.45,445.986,-345.959,1006.91,352.104,-456.308,963.462,419.515,-445.365,982.17,382.402,-430.015,1103.61,332.958,-469.656,1201.73,314.037,-405.308,1191.17,354.78,-390.483,1247.14,500.415,-55.5369,1044.79,367.238,-47.5908,1031.06,356.286,-58.8689,944.371
10,0,459.181,58.4983,1051.93,446.674,239.261,1005.15,358.673,340.119,955.838,430.609,329.726,984.801,397.814,331.593,1099.82,348.748,347.565,1204.94,321.402,290.956,1189.33,362.1,267.213,1241.38,461.414,-184.886,1050.46,446.004,-345.941,1006.93,352.125,-456.286,963.49,419.537,-445.344,982.197,382.477,-430.048,1103.63,333.021,-469.622,1201.78,314.066,-405.298,1191.2,354.835,-390.444,1247.18,500.423,-55.5147,1044.81,367.415,-48.6933,1031.33,356.319,-58.8425,944.369
